course_title,rating,review_count,skills_list,platform,level,duration
Practical DevOps with Microsoft Azure,4.2,66,"['devops', 'devops tools']",udemy,2,4.5
Unreal Engine 4 Absolute Beginner Masterclass,4.3,66,['game theory'],udemy,1,9.0
Blogging for Beginners with WordPress,4.7,66,"['internet of things', 'technical product management']",udemy,0,1.5
Build Complete 2023 PHP MySQL Food Ordering Ecommerce Store,4.5,66,"['retail store operations', 'php programming']",udemy,0,11.0
Algorithms and Software Engineering for Professionals,3.7,66,"['algorithms', 'machine learning algorithms', 'java programming', 'internet of things']",udemy,2,7.5
"Mobile Automation with Robot Framework (RED, Appium, Python)",3.9,66,"['mobile security', 'mobile development', 'mobile development tools', 'android development']",udemy,1,4.5
ROS 2 Artificial Intelligent Robot using Raspberry PI,4.4,67,"['system security', 'tensorflow', 'operating systems', 'computer vision', 'system software', 'system programming']",udemy,2,7.0
Android Game Development in Android Studio and Java,4.6,66,"['java programming', 'android development']",udemy,0,4.5
SwiftCoin | SwiftUI Cryptocurrency Mobile App | iOS 16,4.7,66,"['application development', 'network architecture', 'software architecture', 'computer architecture', 'database application', 'data architecture', 'distributed computing architecture', 'mobile security', 'mobile development', 'mobile development tools']",udemy,1,4.0
How to build a website using WordPress,3.7,65,"['survey creation', 'website', 'wordpress']",udemy,1,5.5
The advance guide for game environment design in Unreal 4,3.6,65,['game theory'],udemy,0,8.0
Ruby Programming for Beginners,4.0,65,['basic descriptive statistics'],udemy,1,6.0
Full Stack Web Development Crash Course,3.4,65,['javascript'],udemy,2,30.0
Learn Coding: C++ & Python,4.0,65,"['python programming', 'c++ programming']",udemy,1,11.0
Salesforce Functions - From Zero to Hero,4.2,65,"['internet of things', 'salesforce']",udemy,0,5.0
Learn Advanced C Programming,4.2,65,['c programming language family'],udemy,0,1.0
Writing Functional Design Document(Real Time Project Based),4.0,65,"['writing', 'information technology']",udemy,0,2.5
Junit 5 Jupiter Under JDK 16 In Details Step by Step,4.5,65,"['google cloud platform', 'software testing', 'cross platform development']",udemy,2,8.5
Data Science Methodology in Action using Dataiku,4.0,65,"['user experience', 'user experience design']",udemy,1,4.0
SQL Foundation for data engineer | ETL | Testing | Analytics,4.4,65,['sql'],udemy,0,1.5
OpenAI | Dall E | Chat GPT | Make Flutter Siri & Alexa Clone,3.8,65,"['google app engine', 'ios development', 'android development', 'virtual reality']",udemy,0,3.5
JavaScript ES6 : The Next Level,3.7,65,"['javascript', 'internet of things']",udemy,0,2.0
Code a cricket game: Learn Python programming through sports,4.8,65,['game theory'],udemy,1,3.0
Cognitive App Development with IBM Watson,3.0,65,"['natural language processing', 'c programming language family']",udemy,0,3.5
"Automation Testing with QTP 11, ALM 11, Selenium 2 with Java",4.1,65,['software testing'],udemy,0,26.5
Build a Website from Scratch with Kotlin and Jetpack Compose,4.8,65,['html and css'],udemy,1,6.5
Complete Java Developer Bootcamp,3.4,65,['java programming'],udemy,0,12.0
Building Big Data Pipelines with PySpark + MongoDB + Bokeh,3.9,65,"['machine learning', 'machine learning algorithms', 'applied machine learning', 'big data', 'machine learning software', 'statistical machine learning', 'natural language processing']",udemy,0,5.0
The Complete Apache Ant Bootcamp,4.1,65,['apache'],udemy,0,1.0
How to Build Chatbot with Google DialogFlow,3.9,65,"['google cloud platform', 'google app engine', 'website']",udemy,1,7.0
"Automation Framework-Selenium,Java,Cucumber,TestNg & Jenkins",4.6,65,['java programming'],udemy,2,20.0
Java Masterclass | Beginner to OOP Programming with NetBeans,4.2,65,"['basic descriptive statistics', 'java programming']",udemy,0,4.5
Lighting In Unity | The Art of Lighting for Games,3.2,65,"['google app engine', 'search engine optimization', 'game theory']",udemy,1,2.5
"AWS With Python and Flask -  Beanstalk, DynamoDB, Boto3, SNS",4.9,65,"['python programming', 'amazon web services', 'aws']",udemy,1,1.5
Java Fx Concepts Bootcamp 2021,3.8,65,"['computer graphics', 'graphics software']",udemy,0,8.5
Python Pandas: connect & import directly any database,4.3,65,"['sql', 'ibm cloud', 'database design', 'database application', 'database theory', 'database administration', 'postgresql']",udemy,1,2.5
Natural Language Processing | Build LLM Web App | RNN & LSTM,4.0,65,['google app engine'],udemy,2,2.5
Complete C# Unity 2D & 3D Game Development Masterclass 2020,4.0,65,"['game theory', 'mobile security', 'mobile development', 'mobile development tools', 'virtual reality', 'c# programming', '3d']",udemy,0,24.5
Android App Development with Kotlin | Intermediate Android,4.7,65,"['google app engine', 'android development']",udemy,0,21.0
Python Beginner Projects:  Create 17 Projects from scratch,3.9,65,['python programming'],udemy,1,17.5
Hands-on Python for Finance,4.1,65,"['algorithms', 'finance', 'machine learning algorithms', 'entrepreneurial finance']",udemy,2,5.5
"Talend Advanced for Big Data, Cloud and Database integration",4.4,65,"['deep learning', 'big data', 'performance management', 'java programming', 'amazon web services']",udemy,2,8.0
Python Package Development,3.7,65,['python programming'],udemy,0,1.5
Learn Basic SQL with SQL Server 2019 Express,4.8,65,"['sql', 'writing']",udemy,1,2.0
Boost your website speed without any coding!,4.4,65,"['google cloud platform', 'google app engine', 'website', 'wordpress']",udemy,0,1.0
A Gentle Intro To Game Development Using C# and MonoGame,4.4,65,"['user experience', 'user experience design']",udemy,1,14.0
Learn Python with projects # Python Weekend Course,4.4,65,"['critical thinking', 'python programming', 'computational thinking']",udemy,1,2.0
API Testing with Postman,4.1,65,['decision making'],udemy,2,2.0
Writing Clean Asynchronous Code In Node.js,3.7,65,['writing'],udemy,2,2.0
Wix for Absolute Beginners,4.1,65,['website'],udemy,1,2.5
Enterprise Application Development Complete Course 2023,4.2,65,"['application development', 'database application', 'java programming']",udemy,0,9.5
Byte Size Chunks : Java Multithreading,3.9,64,['java programming'],udemy,0,2.5
MySQL creating and managing relational databases,4.8,64,"['databases', 'natural language processing']",udemy,1,5.5
"How to Put Ads Into Your Apps - AdMob - Xcode, Swift, iOS",3.9,64,['google app engine'],udemy,0,1.0
Learn SQL Skills  Using PostgreSQL and MS SQL Server,3.9,64,"['databases', 'sql', 'postgresql']",udemy,1,12.0
"MERN Stack Car Rental Application 2021 : React ,Redux ,Node",4.0,64,"['application development', 'database application', 'react']",udemy,1,7.5
Java Full Stack Spring Boot and Angular (Inc. JWT + Cloud),4.3,64,['postgresql'],udemy,0,9.5
Learning Path: Yii 2: Design Applications with PHP,2.4,64,"['amazon web services', 'internet of things']",udemy,1,9.5
Learn HANA® SQL,3.4,64,"['sql', 'performance management']",udemy,2,5.0
"PHP Registration Form, Email Verification & Responsive Email",5.0,64,['php programming'],udemy,0,13.0
Create snake with Python PyGame,3.7,64,['game theory'],udemy,2,39.0
Master Tailwind CSS: Build 2 Advanced Projects,3.9,64,"['html and css', 'website']",udemy,0,3.5
C Programming for Beginners,3.6,64,"['natural language processing', 'c programming language family', 'internet of things']",udemy,1,2.5
Learn USSD application development in PHP and MySQL(2022),4.2,64,"['application development', 'database application', 'php programming']",udemy,1,4.5
C#  Simply Master in Less Than a Day,3.8,64,"['internet of things', 'c# programming']",udemy,0,5.5
SQL: Reporting and Analysis for beginners,4.6,64,"['sql', 'data science', 'theoretical computer science', 'basic descriptive statistics', 'computer science']",udemy,1,3.5
Build Tinder + Chat for iOS  (Part 1 -  User Authentication),3.8,64,"['system security', 'system software', 'system programming', 'ios development', 'swift programming']",udemy,1,1.5
JavaScript Basics for Beginners Introduction to coding,3.9,64,"['javascript', 'internet of things']",udemy,1,1.5
"Data Analysis with Python, Pandas and NumPy",3.9,64,['python programming'],udemy,0,17.5
Unreal Engine 5: Complete Beginner's Course (2023),4.5,64,"['google app engine', 'search engine optimization', 'game theory', 'internet of things']",udemy,0,6.5
"Essential HTML, CSS & HTML5 Training",4.4,64,"['html and css', 'internet of things']",udemy,1,5.5
Spring Boot REST APIs Ultimate Course,4.5,64,['cloud api'],udemy,0,32.0
Learn Windows Server 2019 for Virtualization on Hyper-V,3.9,64,"['artificial neural networks', 'virtual reality']",udemy,1,5.0
Engineering Interview: Improve Problem-Solving in Python!,4.3,64,['problem solving'],udemy,0,3.0
"Make Social Networking App like Instagram - Kotlin, Firebase",4.2,64,"['network security', 'network architecture', 'social media', 'network model', 'google app engine', 'network analysis', 'android development', 'bayesian network']",udemy,0,15.0
AWS for Software Testers : Learn Cloud Services,3.8,66,"['machine learning', 'machine learning algorithms', 'applied machine learning', 'machine learning software', 'cloud storage', 'statistical machine learning', 'amazon web services', 'virtual reality']",udemy,0,1.5
Learn JavaScript From Scratch,3.9,64,"['natural language processing', 'javascript', 'c programming language family']",udemy,0,2.5
Building Chatbots with IBM Watson Assistant: End-to-End,3.8,64,['ibm cloud'],udemy,1,1.5
Data Science: Bitcoin Data Visualization &  Price Prediction,4.1,64,"['machine learning', 'machine learning algorithms', 'applied machine learning', 'machine learning software', 'data science', 'theoretical computer science', 'statistical machine learning', 'forecasting', 'computer science']",udemy,1,1.5
210+ Exercises - Python Standard Libraries,4.4,64,"['python programming', 'internet of things']",udemy,1,1.5
ASP.NET Web API from Basic to Advanced,4.0,64,['cloud api'],udemy,1,4.0
Build Real World Development Projects Using Angular,3.9,64,['angular'],udemy,0,18.5
"PayPal Payment Integration with PHP, Laravel and Symfony",4.7,64,"['amazon web services', 'website', 'video']",udemy,0,8.0
"Fullstack JavaScript : Learn JavaScript,React ,Node,Mongo DB",3.8,65,"['javascript', 'react']",udemy,1,25.0
Artificial Intelligence Bootcamp in R Programming,3.2,63,"['deep learning', 'artificial neural networks', 'r programming']",udemy,2,10.0
Projects in React Native: Learn By Building Real World Apps,3.5,63,"['javascript', 'mobile security', 'mobile development', 'mobile development tools']",udemy,2,5.5
Projects in jQuery Mobile: Learn by building Real World Apps,4.2,63,"['mobile security', 'mobile development', 'mobile development tools']",udemy,2,2.5
Unix For Beginners - MAC OS - Linux - Ubuntu,3.4,63,['linux'],udemy,0,2.0
Node JS: API Development with Swagger,4.0,63,['cloud api'],udemy,0,3.0
Learn BuddyPress: Build A Social Network with WordPress,3.1,63,"['network security', 'network architecture', 'social media', 'network model', 'network analysis', 'bayesian network']",udemy,0,1.0
Professional Certificate in Machine Learning 2023,4.2,63,"['artificial neural networks', 'business intelligence', 'emotional intelligence']",udemy,0,24.0
REAL-WORLD JENKINS CI/CD PIPELINES & DEVOPS For PYTHON,4.6,63,"['python programming', 'java programming', 'docker']",udemy,0,12.0
High Resolution Generative Adversarial Networks (GANs),4.7,63,"['python programming', 'tensorflow']",udemy,2,7.5
Master Azure OpenAI and ChatGPT,4.2,63,"['microsoft excel', 'search engine optimization', 'amazon web services', 'microsoft azure']",udemy,1,1.5
Master Object Oriented Programming (OOP) in Python 3,3.8,63,"['python programming', 'internet of things']",udemy,0,2.5
Mastering GitOps with Argo CD,4.3,67,"['continuous delivery', 'continuous integration']",udemy,1,2.5
Machine Learning for Predictive Maps in Python and Leaflet,4.5,63,"['machine learning', 'machine learning algorithms', 'applied machine learning', 'machine learning software', 'statistical machine learning', 'power bi', 'internet of things']",udemy,0,6.0
HTML and CSS for Beginners - Web Design & Development,4.4,63,"['html and css', 'power bi', 'internet of things', 'website']",udemy,0,4.0
Business Analytics: Use Data Analysis for Financial Industry,3.0,63,"['financial analysis', 'financial accounting', 'financial management']",udemy,0,1.0
How to create Telegram bots with Python. No-Nonsense Guide,2.9,63,"['cloud api', 'internet of things']",udemy,0,1.0
Advanced Python for Data Analysis,4.1,63,['python programming'],udemy,0,6.5
Hybrid Mobile App Development with Ionic,3.1,63,"['apache', 'html and css']",udemy,0,3.0
Fundamentals of Web Components,4.8,63,"['cloud api', 'internet of things']",udemy,0,4.5
SQL HackerRank Challenge: Get Gold star & 670 points,3.9,63,"['sql', 'postgresql']",udemy,0,11.5
C++ Coding | Learn C++ Programming with Examples in One Day,4.3,63,['c++ programming'],udemy,0,3.0
Webservice / API testing-SoapUI Free Version | By Groovy,3.6,63,"['software testing', 'cloud api']",udemy,2,9.0
ChatGPT - Building AI Applications Visually (no-code),4.5,63,['website'],udemy,1,3.0
Flutter & Dart: The complete beginner to advance guide[2023],4.6,63,"['ios development', 'android development']",udemy,0,24.0
C# Tutorial - Fundamentals for Beginners,4.4,63,['c# programming'],udemy,1,3.5
"iOS12 Animations, learn swift animation with UIKit",4.9,63,['swift programming'],udemy,0,2.0
Asynchronous Python for beginners,4.6,63,"['python programming', 'other web frameworks']",udemy,2,1.5
Hands-On React Bootcamp: Build 30 Real World Projects,4.7,63,['react'],udemy,0,46.5
API and Webservices - Understand and use REST APIs,4.8,63,"['cloud api', 'amazon web services']",udemy,0,2.5
"Code Along - AWS Lambda, Kinesis and Serverless Framework",4.8,63,"['google cloud platform', 'cloud api', 'search engine optimization', 'cross platform development', 'aws']",udemy,1,2.5
Writing Advanced SQL Queries on PostgreSQL,3.7,63,['sql'],udemy,1,3.5
Java - Build a Desktop Application,4.4,63,"['human resources', 'application development', 'database application', 'human resources operations', 'java programming']",udemy,2,4.5
"Build React forms using Formik, No more pain!",4.2,53,['react'],udemy,1,1.5
PHP for Beginners : Learn PHP Programming From Scratch!,4.1,63,"['internet of things', 'php programming']",udemy,0,3.5
SQL Server Fundamentals - SQL Database for Beginners,4.4,63,"['databases', 'sql', 'cloud platforms', 'linux', 'other cloud platforms and tools']",udemy,1,7.0
Learning Path: Spring: Secure Your Apps with Spring Security,4.2,63,"['network architecture', 'software architecture', 'computer architecture', 'data architecture', 'distributed computing architecture', 'java programming']",udemy,2,9.5
Learn The GDScript Programming Language,3.9,63,"['natural language processing', 'c programming language family']",udemy,1,9.5
Google Assistant Development from Beginner to Expert,3.5,63,"['google cloud platform', 'google app engine']",udemy,0,4.5
Writing Advanced SQL Queries on PostgreSQL,3.7,63,['sql'],udemy,1,3.5
HTML5 canvas Bootcamp for beginners 25 easy steps,3.6,63,"['basic descriptive statistics', 'javascript']",udemy,1,3.0
The Ultimate Guide to learn SQL from scratch [2022 Edition],4.4,63,['sql'],udemy,1,5.0
Deep Dive into Functional JavaScript,3.4,63,['internet of things'],udemy,2,3.0
Complete Java Programming Fundamentals With Sample Projects,3.9,63,"['java programming', 'internet of things']",udemy,0,8.0
Learn Teradata: A Beginner to Advanced Guide,3.8,63,"['application development', 'database application', 'data warehousing']",udemy,0,3.5
Unity 3D Make A Complete Racing Game,2.3,63,['game theory'],udemy,0,7.0
JavaScript Arrays - A beginner's guide to Arrays (2019),4.2,62,['javascript'],udemy,1,2.0
Firebase Authentication masterclass with Angular,4.2,62,"['user experience', 'google cloud platform', 'user experience design', 'user research', 'google app engine']",udemy,1,2.5
Complete Login/Registration Form in PHP and jQuery 2021,3.9,62,"['system security', 'interactive design', 'interactive data visualization', 'system software', 'system programming', 'php programming']",udemy,0,3.0
Angular & NestJS - The Modern MEAN Stack Guide,4.2,62,"['application development', 'database application', 'angular']",udemy,0,4.5
Deep Generative Models,4.1,62,"['python programming', 'artificial neural networks']",udemy,0,4.5
MERN Stack Expense Tracker Application,4.1,62,"['application development', 'database application']",udemy,1,5.5
Practical Foundations of R Programming,4.5,62,"['data structures', 'r programming', 'internet of things']",udemy,1,8.0
Machine Learning in Python: From Zero to Hero in 10 Hours,4.7,62,"['python programming', 'machine learning', 'machine learning algorithms', 'applied machine learning', 'machine learning software', 'data science', 'theoretical computer science', 'statistical machine learning', 'computer science']",udemy,0,8.0
Data modeling and Relational database design,3.7,62,"['sql', 'database design', 'database application', 'database theory', 'database administration']",udemy,1,3.0
Masterclass- Kubernetes and Openshift with Docker containers,2.6,62,"['devops', 'kubernetes', 'docker', 'devops tools']",udemy,0,2.0
Mobile App Development with .NET MAUI : The Complete Guide,4.6,62,"['google cloud platform', 'google app engine', 'mobile security', 'mobile development', 'mobile development tools', 'ios development', 'android development', 'cross platform development']",udemy,0,4.0
Django 2.0 from Zero to Hero and Deploy on Heroku and Amazon,4.7,62,"['django', 'aws']",udemy,2,6.0
NativeScript - First Steps,3.9,62,"['javascript', 'ios development', 'android development']",udemy,1,3.0
Android and Apple App Development: Beginner to Pro,4.3,62,"['google app engine', 'java programming', 'android development']",udemy,0,42.0
Understand CodeIgniter Framework 3,3.6,62,"['application development', 'database application']",udemy,0,4.5
JavaScript DOM Course Dynamic Interactive webpages beginners,3.9,62,"['interactive design', 'interactive data visualization', 'javascript']",udemy,0,2.5
Natural Language Processing Bootcamp in Python,4.8,63,"['artificial neural networks', 'natural language processing', 'data mining', 'internet of things']",udemy,0,17.0
Django 2.0 from Zero to Hero and Deploy on Heroku and Amazon,4.7,62,"['django', 'aws']",udemy,2,6.0
Software Engineering,4.1,62,"['basic descriptive statistics', 'internet of things']",udemy,0,4.0
Data Architecture for Data Scientists,4.6,62,"['network architecture', 'software architecture', 'computer architecture', 'data architecture', 'feature engineering', 'distributed computing architecture', 'retail store operations']",udemy,2,2.0
Natural Language Processing Bootcamp in Python,4.8,63,"['artificial neural networks', 'natural language processing', 'data mining', 'internet of things']",udemy,0,17.0
XML Crash Course For Beginners,3.7,62,"['writing', 'internet of things']",udemy,1,43.0
MySQL for Data Analysis and Business Intelligence,4.5,62,['sql'],udemy,0,2.0
Build Real World ECommerce App with Xamarin Forms,4.0,62,"['application development', 'database application']",udemy,0,4.0
API Testing Package:Postman(Functional)- Jmeter(Performance),3.4,62,"['performance management', 'software testing']",udemy,2,4.0
PHP Web Developer Course with 2 Projects,4.2,62,['php programming'],udemy,0,7.5
Build Serverless APIs with Serverless Framework and NodeJs,3.6,62,['aws'],udemy,1,2.0
An RTOS Based Software Development for Embedded Systems,3.6,62,['small data'],udemy,2,1.0
LookML A-Z: Google Looker for Developers,4.2,62,"['google cloud platform', 'natural language processing', 'google app engine', 'c programming language family', 'internet of things', 'looker']",udemy,0,4.0
PhoneGap Development for Absolute Beginners,4.3,62,"['basic descriptive statistics', 'internet of things']",udemy,0,2.5
LookML A-Z: Google Looker for Developers,4.2,62,"['google cloud platform', 'natural language processing', 'google app engine', 'c programming language family', 'internet of things', 'looker']",udemy,0,4.0
Software Development Master Class - Intermediate C#,4.3,62,['c# programming'],udemy,2,7.5
Object Oriented Programming with Java,3.9,62,['java programming'],udemy,0,10.5
Mern Full Stack with Authentication and MERN Stack Projects,4.5,62,['react'],udemy,0,6.0
Kubernetes From Scratch [2023],4.8,63,"['network architecture', 'software architecture', 'kubernetes', 'computer architecture', 'data architecture', 'distributed computing architecture']",udemy,2,13.0
"Object Oriented PHP, Ajax, Flexbox Build Messenger App",4.0,62,"['html and css', 'php programming']",udemy,0,15.5
Learn HTML: Course For Beginners,4.2,62,['html and css'],udemy,1,1.0
Master Python 2024 - From beginner to professional,4.9,63,"['natural language processing', 'c programming language family']",udemy,0,26.0
NEW:Angular Material: The full guide using a Spring boot API,4.9,62,"['application development', 'database application', 'material handling', 'angular']",udemy,0,3.0
Computer Vision Fundamentals,4.3,62,"['computer vision', 'power bi', 'internet of things']",udemy,1,1.0
Serving Static Angular 5 Apps using AWS S3 & Cloudfront,3.9,62,"['website', 'aws']",udemy,1,1.5
Getting Cozy with Shader Forge for Unity 3D,4.0,62,['game theory'],udemy,1,2.0
Spark Machine Learning Project (House Sale Price Prediction),4.0,62,"['machine learning', 'machine learning algorithms', 'applied machine learning', 'machine learning software', 'statistical machine learning']",udemy,0,1.5
Object Oriented JavaScript [ES 6] - Basics to Advanced,4.7,62,['javascript'],udemy,0,23.5
Serving Static Angular 5 Apps using AWS S3 & Cloudfront,3.9,62,"['website', 'aws']",udemy,1,1.5
Build Kotlin Chat App like WhatsApp in Android Studio,3.6,62,"['application development', 'database application', 'google app engine', 'android development']",udemy,0,8.0
Learn Basics of Python like a Baby,3.7,62,['python programming'],udemy,1,4.5
Machine Learning A-Z™: Hands-On Python & R in Data Science,3.9,62,"['python programming', 'machine learning', 'decision making', 'machine learning algorithms', 'applied machine learning', 'regression', 'machine learning software', 'statistical machine learning', 'r programming', 'linear algebra']",udemy,0,15.0
Java for Software Testing Professionals - Basics to Advanced,4.7,62,['java programming'],udemy,0,8.0
Consume Web API in ASP.Net Core MVC (step by step project),4.6,62,['cloud api'],udemy,0,12.5
GraphQL Masterclass with Spring WebFlux,4.7,63,['internet of things'],udemy,0,12.5
Create Chatbots using Dialogflow v1& deploy on GCloud,3.5,61,"['google cloud platform', 'google app engine']",udemy,0,3.0
"AVR microcontrollers: C language, electronic devices.",4.1,62,"['natural language processing', 'c programming language family']",udemy,2,9.5
"Learn Chatbot Development in a Weekend (GPT, FastAPI, AWS)",4.5,62,"['application development', 'database application', 'power bi', 'internet of things']",udemy,2,7.0
"Flutter 3.0 & Rest API from scratch, build a mini Store app",3.7,61,"['cloud-based integration', 'google app engine', 'continuous integration', 'cloud api', 'retail store operations']",udemy,0,3.0
Basic Python Programming for Beginners: Getting Started,4.3,61,"['python programming', 'internet of things']",udemy,1,2.5
HTML Made Simple For Beginners: Create a One Page Website,4.3,61,"['basic descriptive statistics', 'html and css', 'website', 'video']",udemy,1,2.0
Laravel RESTful APIs and Docker: A Practical Guide,4.1,61,"['cloud api', 'docker']",udemy,1,3.0
Angular A to Z,4.1,61,"['big data', 'angular']",udemy,0,8.0
Java Programs for Interviews,4.7,61,['java programming'],udemy,1,27.0
Beginners Guide to Real Life Applications of Blockchain,4.5,61,['blockchain'],udemy,0,1.0
Linode: Build a Scalable Blog App using PHP & MySQL DB,3.6,61,"['cloud computing', 'linux', 'apache', 'distributed computing architecture', 'php programming']",udemy,1,11.0
Getting Started with Perl for Beginners,3.7,61,"['natural language processing', 'c programming language family']",udemy,0,40.0
Hadoop and Big Data for Absolute Beginners,3.3,61,"['big data', 'apache', 'internet of things']",udemy,1,3.5
Better way towards CSS using Less and Sass,3.7,61,['html and css'],udemy,0,1.5
Learn Data Wrangling with Python,4.2,61,['python programming'],udemy,1,1.5
Learn to Create REST API's with C# .NET,3.7,61,"['cloud api', 'amazon web services']",udemy,0,2.0
Swift 4.0 Programming & Certification,3.8,61,"['mobile security', 'mobile development', 'mobile development tools', 'ios development', 'swift programming']",udemy,0,4.5
JavaScript Essentials: Things you must learn as a developer,4.5,61,['javascript'],udemy,1,5.0
Deep Learning for Everyone - 2023 - Tensorflow Updated,4.7,62,"['deep learning', 'artificial neural networks', 'tensorflow']",udemy,0,10.0
Wordpress Site Migration,4.4,61,"['internet of things', 'wordpress']",udemy,0,1.5
Introduction to Milvus (Vector Database) Using Python,4.4,63,"['database design', 'database application', 'database theory', 'database administration', 'internet of things']",udemy,2,1.5
Learn Data Analysis with Python Pandas,3.5,61,"['python programming', 'internet of things']",udemy,0,2.5
Learn SQL databases in a weekend,4.7,61,"['sql', 'database design', 'database application', 'database theory', 'database administration']",udemy,1,8.5
Connect with Your Totems and Spirit Animals,4.4,61,['internet of things'],udemy,1,1.5
Control Arduino Using Android App : Step By Step,3.9,61,"['google app engine', 'android development']",udemy,1,2.0
Setup A WordPress Website on GoDaddy - From Start To Finish,3.8,61,"['website', 'wordpress']",udemy,0,2.0
Java Programming - How To Get The Oracle SE 7 Certification,4.1,61,['java programming'],udemy,0,8.5
Object oriented programming with Javascript - Build Quiz App,4.8,61,['google app engine'],udemy,0,8.0
Java Programming - For School Kids,4.3,61,['java programming'],udemy,1,2.5
ONE DAY CODE | PHP Programming with Examples in One Day,4.4,61,['php programming'],udemy,0,3.5
The SQL Ultimate Course: from Zero to Hero,4.4,62,"['sql', 'internet of things']",udemy,0,4.0
Create Games With C# & WinForms (step by step for beginners),4.5,61,"['other web frameworks', 'c# programming']",udemy,1,9.0
Data Science:  Machine Learning algorithms in Matlab,3.6,61,"['machine learning', 'algorithms', 'machine learning algorithms', 'applied machine learning', 'machine learning software', 'statistical machine learning', 'matlab']",udemy,2,2.5
Data Extraction Basics for Docs and Images with OCR and NER,4.2,61,['python programming'],udemy,0,2.0
Microsoft Azure Machine Learning - DP-100,3.7,61,"['machine learning', 'machine learning algorithms', 'applied machine learning', 'microsoft excel', 'machine learning software', 'statistical machine learning', 'microsoft azure']",udemy,0,6.5
Advanced Gatling for Stress Testing Web Applications - 2022,4.6,62,"['load', 'performance management', 'cloud load balancing']",udemy,2,5.0
From Zero Step by Step C# for Revit API for PlugIn Creation,4.3,61,"['survey creation', 'c# programming']",udemy,1,3.0
C++ - A 3-Step Process to Master C++ in 7 days for Beginners,4.5,61,['c++ programming'],udemy,0,5.0
Coding HTML5 animations & banners made easy,4.8,61,['html and css'],udemy,1,1.0
How To Make an eCommerce Website With Wordpress + Elementor,4.6,61,"['website', 'wordpress']",udemy,1,2.0
Data Structures in JavaScript: Master The Fundamentals,4.4,61,"['data structures', 'javascript', 'internet of things']",udemy,0,14.0
Beginner to Expert: Learn how to create Discord Bots in Java,4.1,61,"['java programming', 'internet of things', 'survey creation']",udemy,0,10.5
Mastering JavaScript by Building 10 Projects from Scratch,4.3,61,"['application development', 'database application', 'javascript', 'html and css']",udemy,1,5.0
Fast Python Programming For Absolute Beginners SQL in Python,4.1,61,"['python programming', 'sql', 'database design', 'database application', 'database theory', 'database administration', 'postgresql']",udemy,0,60.5
Build a file hosting/sharing site in less than 2 hours ,4.3,61,['decision making'],udemy,0,1.5
R programming from Scratch & Practice Case Studies workout,3.8,61,"['regression', 'data science', 'theoretical computer science', 'computer science']",udemy,0,4.0
AWS: Elastic Load Balancing with Auto Scaling Groups,4.7,61,"['machine learning', 'machine learning algorithms', 'applied machine learning', 'machine learning software', 'statistical machine learning', 'amazon web services', 'aws']",udemy,0,8.0
Market Basket Analysis & Linear Discriminant Analysis with R,4.5,61,['linear algebra'],udemy,0,3.5
Mastering Advanced C Programming: Pointers (In Depth),4.3,61,['c programming language family'],udemy,2,4.0
Electrical Design Bootcamp - LV Power Calculations,3.9,61,"['probability distribution', 'power bi', 'internet of things']",udemy,0,1.5
Scratch programming,4.5,61,"['other cloud platforms and tools', 'other programming languages', 'other web frameworks']",udemy,1,3.0
Learn to write Clean Code in Java,4.5,61,['java programming'],udemy,1,2.0
Learn to scrape any website with R,4.6,61,['r programming'],udemy,2,3.0
Drupal Demystified: An Introductory Guide for Beginners,4.0,61,['internet of things'],udemy,1,3.5
Java 21 Virtual Threads and Structured Concurrency,4.8,61,"['java programming', 'virtual reality']",udemy,0,9.5
TDD Fundamentals in C#,5.0,61,"['natural language processing', 'c programming language family', 'internet of things', 'c# programming']",udemy,0,10.5
Getting Started with PHP and MySQL Development,4.7,60,"['basic descriptive statistics', 'database design', 'database application', 'database theory', 'database administration', 'internet of things', 'php programming']",udemy,0,4.0
"Learn Flutter 2.0 & Firebase - Build Android, iOS & WEB Apps",3.9,60,"['mobile security', 'mobile development', 'mobile development tools', 'website']",udemy,0,5.0
Oracle Cloud: Basic Oracle SQL with hands on Experience,3.8,60,"['sql', 'database design', 'database application', 'database theory', 'database administration']",udemy,1,4.0
Ruby on Rails 5 Masterclass: Build Ajax web app from scratch,4.8,60,"['application development', 'database application']",udemy,0,6.5
Learn Ruby on Rails: Stripe Payment Processing,3.8,60,"['google app engine', 'payments']",udemy,0,1.5
Learn Python Face Detection,3.5,60,"['python programming', 'application development', 'database application', 'internet of things']",udemy,1,2.5
Hands-On Application Development with React and Bootstrap,4.8,60,['react'],udemy,1,7.0
150+ Exercises - Data Structures in Python - Hands-On,4.2,60,"['problem solving', 'python programming', 'data structures']",udemy,2,1.0
C# Restful API on Web API .Net Core with MsSQL & EF Core,4.7,60,"['cloud api', 'c# programming']",udemy,0,4.0
Learn Pro Advanced Modern JavaScript Programming,5.0,60,['javascript'],udemy,0,29.5
Adding Blockchain to a Unity Game,3.9,60,"['cloud-based integration', 'continuous integration', 'blockchain', 'game theory']",udemy,2,2.0
Develop Ionic 4 Angular iOS Android Apps for WooCommerce,4.4,60,"['google app engine', 'ios development', 'android development', 'angular', 'wordpress']",udemy,1,9.5
"Adobe XD to Android Studio XML - Design, Implement & Animate",4.7,60,"['application development', 'database application', 'android development']",udemy,1,2.5
