course_title,skills,rating,review_count,level,duration,skills_list,skills_text,filtered_skills,algorithms,business analysis,cloud computing,communication,computer programming,critical thinking,data analysis,data management,decision making,finance,human learning,leadership and management,machine learning,machine learning algorithms,marketing,planning,probability & statistics,problem solving,project management,python programming,risk management,sql,strategy,strategy and operations,writing
The Manager's Toolkit: A Practical Guide to Managing People at Work,"{"" Human Resources"","" Leadership and Management"","" People Management"","" Conflict Management"","" Decision Making"","" Human Resources Operations"","" People Analysis"","" Performance Management"","" Recruitment"","" Business Analysis"","" Employee Relations"","" Leadership Development"","" Organizational Development"","" People Development""}",4.7,3600.0,Mixed , 1 - 3 Months,"['Human Resources', 'Leadership and Management', 'People Management', 'Conflict Management', 'Decision Making', 'Human Resources Operations', 'People Analysis', 'Performance Management', 'Recruitment', 'Business Analysis', 'Employee Relations', 'Leadership Development', 'Organizational Development', 'People Development']",human resources | leadership and management | people management | conflict management | decision making | human resources operations | people analysis | performance management | recruitment | business analysis | employee relations | leadership development | organizational development | people development,"['leadership and management', 'decision making', 'business analysis']",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Managing Cybersecurity,"{"" Security Engineering"","" System Security"","" Risk Management"","" Computer Security Incident Management"","" Leadership and Management"","" Security Strategy"","" Network Security"","" Strategy"","" Cyberattacks"","" Strategy and Operations"","" Computer Security Models"","" Software Security"","" Security Software"","" Computer Networking"","" Planning"","" Regulations and Compliance"","" Business Analysis"","" Network Architecture"","" Networking Hardware"","" Operations Management"","" Cryptography"","" Network Model"","" Systems Design""}",4.8,1000.0,Beginner , 3 - 6 Months,"['Security Engineering', 'System Security', 'Risk Management', 'Computer Security Incident Management', 'Leadership and Management', 'Security Strategy', 'Network Security', 'Strategy', 'Cyberattacks', 'Strategy and Operations', 'Computer Security Models', 'Software Security', 'Security Software', 'Computer Networking', 'Planning', 'Regulations and Compliance', 'Business Analysis', 'Network Architecture', 'Networking Hardware', 'Operations Management', 'Cryptography', 'Network Model', 'Systems Design']",security engineering | system security | risk management | computer security incident management | leadership and management | security strategy | network security | strategy | cyberattacks | strategy and operations | computer security models | software security | security software | computer networking | planning | regulations and compliance | business analysis | network architecture | networking hardware | operations management | cryptography | network model | systems design,"['risk management', 'leadership and management', 'strategy', 'strategy and operations', 'planning', 'business analysis']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
Python Data Structures,"{"" Algorithms"","" Computational Logic"","" Computer Programming"","" Computer Programming Tools"","" Critical Thinking"","" Data Management"","" Data Structures"","" Problem Solving"","" Python Programming"","" Software Engineering""}",4.9,94000.0,Beginner , 1 - 3 Months,"['Algorithms', 'Computational Logic', 'Computer Programming', 'Computer Programming Tools', 'Critical Thinking', 'Data Management', 'Data Structures', 'Problem Solving', 'Python Programming', 'Software Engineering']",algorithms | computational logic | computer programming | computer programming tools | critical thinking | data management | data structures | problem solving | python programming | software engineering,"['algorithms', 'computer programming', 'critical thinking', 'data management', 'problem solving', 'python programming']",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Cybersecurity Operations Fundamentals,"{"" Operations Management""}",4.8,123.0,Beginner , 3 - 6 Months,['Operations Management'],operations management,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Build Basic Generative Adversarial Networks (GANs),"{"" Artificial Neural Networks"","" Machine Learning"","" Machine Learning Algorithms"","" Machine Learning Software"","" Python Programming"","" Statistical Programming"","" Deep Learning""}",4.7,1800.0,Intermediate , 1 - 4 Weeks,"['Artificial Neural Networks', 'Machine Learning', 'Machine Learning Algorithms', 'Machine Learning Software', 'Python Programming', 'Statistical Programming', 'Deep Learning']",artificial neural networks | machine learning | machine learning algorithms | machine learning software | python programming | statistical programming | deep learning,"['machine learning', 'machine learning algorithms', 'python programming']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Microsoft Azure Data Fundamentals DP-900 Exam Prep,"{"" Data Management"","" Databases"","" Microsoft Azure"","" Cloud Computing"","" SQL"","" Big Data"","" Data Analysis"","" Database Application"","" Data Architecture"","" Data Warehousing"","" Cloud Storage"","" Data Structures"","" Data Visualization"","" Extract"","" Transform"","" Load"","" Leadership and Management"","" NoSQL"","" Data Analysis Software"","" Data Visualization Software"","" Database Administration"","" Cloud Infrastructure"","" Cloud Management"","" Database Theory"","" PostgreSQL""}",4.7,549.0,Beginner , 3 - 6 Months,"['Data Management', 'Databases', 'Microsoft Azure', 'Cloud Computing', 'SQL', 'Big Data', 'Data Analysis', 'Database Application', 'Data Architecture', 'Data Warehousing', 'Cloud Storage', 'Data Structures', 'Data Visualization', 'Extract', 'Transform', 'Load', 'Leadership and Management', 'NoSQL', 'Data Analysis Software', 'Data Visualization Software', 'Database Administration', 'Cloud Infrastructure', 'Cloud Management', 'Database Theory', 'PostgreSQL']",data management | databases | microsoft azure | cloud computing | sql | big data | data analysis | database application | data architecture | data warehousing | cloud storage | data structures | data visualization | extract | transform | load | leadership and management | nosql | data analysis software | data visualization software | database administration | cloud infrastructure | cloud management | database theory | postgresql,"['data management', 'cloud computing', 'sql', 'data analysis', 'leadership and management']",0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Reporting extra-financier et stratégie RSE,"{"" Strategy"","" Audit"","" Strategy and Operations"","" Change Management"","" Communication"","" Finance"","" Leadership and Management"","" Regulations and Compliance""}",4.7,370.0,Beginner , 1 - 4 Weeks,"['Strategy', 'Audit', 'Strategy and Operations', 'Change Management', 'Communication', 'Finance', 'Leadership and Management', 'Regulations and Compliance']",strategy | audit | strategy and operations | change management | communication | finance | leadership and management | regulations and compliance,"['strategy', 'strategy and operations', 'communication', 'finance', 'leadership and management']",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Introduction to DevOps,"{"" DevOps"","" Continuous Delivery"","" Continuous Integration"","" Software Engineering""}",4.8,2100.0,Beginner , 1 - 3 Months,"['DevOps', 'Continuous Delivery', 'Continuous Integration', 'Software Engineering']",devops | continuous delivery | continuous integration | software engineering,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Marketing & Cross Industry Growth,"{"" Marketing"","" Strategy"","" Leadership and Management"","" Customer Analysis"","" Market Analysis"","" Marketing Management"","" Product Marketing"","" Brand Management"","" Customer Relationship Management"","" Marketing Design"","" Media Strategy & Planning"","" Product Strategy"","" Product Management"","" Decision Making"","" Strategy and Operations"","" B2B Sales"","" Business Development"","" Social Media"","" Communication"","" Creativity"","" Operations Management"","" Sales"","" Performance Management"","" Reinforcement Learning""}",4.7,2200.0,Beginner , 3 - 6 Months,"['Marketing', 'Strategy', 'Leadership and Management', 'Customer Analysis', 'Market Analysis', 'Marketing Management', 'Product Marketing', 'Brand Management', 'Customer Relationship Management', 'Marketing Design', 'Media Strategy & Planning', 'Product Strategy', 'Product Management', 'Decision Making', 'Strategy and Operations', 'B2B Sales', 'Business Development', 'Social Media', 'Communication', 'Creativity', 'Operations Management', 'Sales', 'Performance Management', 'Reinforcement Learning']",marketing | strategy | leadership and management | customer analysis | market analysis | marketing management | product marketing | brand management | customer relationship management | marketing design | media strategy & planning | product strategy | product management | decision making | strategy and operations | b2b sales | business development | social media | communication | creativity | operations management | sales | performance management | reinforcement learning,"['marketing', 'strategy', 'leadership and management', 'decision making', 'strategy and operations', 'communication']",0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
Computational Thinking for Problem Solving,"{"" Computational Thinking"","" Computer Programming"","" Problem Solving"","" Algorithms"","" Computational Logic"","" Critical Thinking"","" Programming Principles"","" Python Programming"","" Theoretical Computer Science"","" Computer Programming Tools""}",4.7,1300.0,Beginner , 1 - 4 Weeks,"['Computational Thinking', 'Computer Programming', 'Problem Solving', 'Algorithms', 'Computational Logic', 'Critical Thinking', 'Programming Principles', 'Python Programming', 'Theoretical Computer Science', 'Computer Programming Tools']",computational thinking | computer programming | problem solving | algorithms | computational logic | critical thinking | programming principles | python programming | theoretical computer science | computer programming tools,"['computer programming', 'problem solving', 'algorithms', 'critical thinking', 'python programming']",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Algebra: Elementary to Advanced,"{"" Algebra"","" Mathematics"","" Problem Solving"","" Linear Algebra"","" Applied Mathematics"","" Critical Thinking"","" Plot (Graphics)"","" Mathematical Theory & Analysis"","" Computational Thinking"","" Decision Making""}",4.8,500.0,Beginner , 3 - 6 Months,"['Algebra', 'Mathematics', 'Problem Solving', 'Linear Algebra', 'Applied Mathematics', 'Critical Thinking', 'Plot (Graphics)', 'Mathematical Theory & Analysis', 'Computational Thinking', 'Decision Making']",algebra | mathematics | problem solving | linear algebra | applied mathematics | critical thinking | plot (graphics) | mathematical theory & analysis | computational thinking | decision making,"['problem solving', 'critical thinking', 'decision making']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Culture-Driven Team Building,"{"" Leadership and Management"","" Collaboration"","" Communication"","" Business Psychology"","" Emotional Intelligence"","" Entrepreneurship"","" Culture"","" People Management"","" Strategy and Operations"","" Professional Development"","" Conflict Management"","" Organizational Development"","" Human Learning""}",4.6,894.0,Beginner , 3 - 6 Months,"['Leadership and Management', 'Collaboration', 'Communication', 'Business Psychology', 'Emotional Intelligence', 'Entrepreneurship', 'Culture', 'People Management', 'Strategy and Operations', 'Professional Development', 'Conflict Management', 'Organizational Development', 'Human Learning']",leadership and management | collaboration | communication | business psychology | emotional intelligence | entrepreneurship | culture | people management | strategy and operations | professional development | conflict management | organizational development | human learning,"['leadership and management', 'communication', 'strategy and operations', 'human learning']",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Python Programming Fundamentals,"{"" Algorithms"","" Computer Programming"","" Problem Solving"","" Python Programming""}",4.4,7.0,Beginner , 1 - 4 Weeks,"['Algorithms', 'Computer Programming', 'Problem Solving', 'Python Programming']",algorithms | computer programming | problem solving | python programming,"['algorithms', 'computer programming', 'problem solving', 'python programming']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Music Business,"{"" Critical Thinking"","" Creativity"","" Regulations and Compliance"","" Strategy"","" Decision Making"","" Problem Solving"","" Process Analysis"","" Communication"","" Leadership and Management"","" Brand Management"","" Entrepreneurship"","" Planning"","" Writing"","" Business Analysis"","" Deep Learning"","" Marketing"","" Social Media"","" Innovation""}",4.8,3200.0,Beginner , 3 - 6 Months,"['Critical Thinking', 'Creativity', 'Regulations and Compliance', 'Strategy', 'Decision Making', 'Problem Solving', 'Process Analysis', 'Communication', 'Leadership and Management', 'Brand Management', 'Entrepreneurship', 'Planning', 'Writing', 'Business Analysis', 'Deep Learning', 'Marketing', 'Social Media', 'Innovation']",critical thinking | creativity | regulations and compliance | strategy | decision making | problem solving | process analysis | communication | leadership and management | brand management | entrepreneurship | planning | writing | business analysis | deep learning | marketing | social media | innovation,"['critical thinking', 'strategy', 'decision making', 'problem solving', 'communication', 'leadership and management', 'planning', 'writing', 'business analysis', 'marketing']",0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1
Functional Programming in Scala,"{"" Computer Programming"","" Programming Principles"","" Scala Programming"","" Theoretical Computer Science"","" Computational Thinking"","" Critical Thinking"","" Data Structures"","" Big Data"","" Algorithms"","" Apache"","" SQL""}",4.7,10600.0,Intermediate , 3 - 6 Months,"['Computer Programming', 'Programming Principles', 'Scala Programming', 'Theoretical Computer Science', 'Computational Thinking', 'Critical Thinking', 'Data Structures', 'Big Data', 'Algorithms', 'Apache', 'SQL']",computer programming | programming principles | scala programming | theoretical computer science | computational thinking | critical thinking | data structures | big data | algorithms | apache | sql,"['computer programming', 'critical thinking', 'algorithms', 'sql']",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Organizational Change and Culture for Adopting Google Cloud,"{"" Cloud Computing"","" Leadership and Management"","" Strategy and Operations"","" Business Transformation"","" DevOps"","" Innovation"","" Cloud-Based Integration"","" Collaboration"","" Google Cloud Platform"","" Strategy"","" Cloud Platforms"","" Communication"","" Product Development"","" Business Analysis"","" Change Management"","" Cloud Applications"","" Cloud Clients"","" Cloud Infrastructure"","" Design and Product"","" Kubernetes"","" Organizational Development"","" Other Cloud Platforms and Tools"","" Business Intelligence"","" Customer Analysis"","" Data Analysis"","" Entrepreneurship"","" Product Management"","" Google App Engine"","" Software Engineering Tools"","" Research and Design"","" Culture""}",4.7,3500.0,Beginner , 3 - 6 Months,"['Cloud Computing', 'Leadership and Management', 'Strategy and Operations', 'Business Transformation', 'DevOps', 'Innovation', 'Cloud-Based Integration', 'Collaboration', 'Google Cloud Platform', 'Strategy', 'Cloud Platforms', 'Communication', 'Product Development', 'Business Analysis', 'Change Management', 'Cloud Applications', 'Cloud Clients', 'Cloud Infrastructure', 'Design and Product', 'Kubernetes', 'Organizational Development', 'Other Cloud Platforms and Tools', 'Business Intelligence', 'Customer Analysis', 'Data Analysis', 'Entrepreneurship', 'Product Management', 'Google App Engine', 'Software Engineering Tools', 'Research and Design', 'Culture']",cloud computing | leadership and management | strategy and operations | business transformation | devops | innovation | cloud-based integration | collaboration | google cloud platform | strategy | cloud platforms | communication | product development | business analysis | change management | cloud applications | cloud clients | cloud infrastructure | design and product | kubernetes | organizational development | other cloud platforms and tools | business intelligence | customer analysis | data analysis | entrepreneurship | product management | google app engine | software engineering tools | research and design | culture,"['cloud computing', 'leadership and management', 'strategy and operations', 'strategy', 'communication', 'business analysis', 'data analysis']",0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Professional Skills for the Workplace,"{"" Leadership and Management"","" Communication"","" Emotional Intelligence"","" Professional Development"","" Collaboration"","" Problem Solving"","" Critical Thinking"","" People Development"","" Business Psychology"","" Strategy and Operations"","" Adaptability"","" People Analysis"","" Strategy"","" Resilience"","" Entrepreneurship"","" Planning""}",4.8,2400.0,Beginner , 3 - 6 Months,"['Leadership and Management', 'Communication', 'Emotional Intelligence', 'Professional Development', 'Collaboration', 'Problem Solving', 'Critical Thinking', 'People Development', 'Business Psychology', 'Strategy and Operations', 'Adaptability', 'People Analysis', 'Strategy', 'Resilience', 'Entrepreneurship', 'Planning']",leadership and management | communication | emotional intelligence | professional development | collaboration | problem solving | critical thinking | people development | business psychology | strategy and operations | adaptability | people analysis | strategy | resilience | entrepreneurship | planning,"['leadership and management', 'communication', 'problem solving', 'critical thinking', 'strategy and operations', 'strategy', 'planning']",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
Introduction to Public Relations and the Media,"{"" Communication"","" Public Relations"","" Media Strategy & Planning"","" Strategy"","" Brand Management"","" Leadership and Management"","" Marketing"","" Strategy and Operations"","" Planning"","" Social Media"","" Critical Thinking"","" Customer Relationship Management"","" Journalism""}",4.7,360.0,Beginner , 3 - 6 Months,"['Communication', 'Public Relations', 'Media Strategy & Planning', 'Strategy', 'Brand Management', 'Leadership and Management', 'Marketing', 'Strategy and Operations', 'Planning', 'Social Media', 'Critical Thinking', 'Customer Relationship Management', 'Journalism']",communication | public relations | media strategy & planning | strategy | brand management | leadership and management | marketing | strategy and operations | planning | social media | critical thinking | customer relationship management | journalism,"['communication', 'strategy', 'leadership and management', 'marketing', 'strategy and operations', 'planning', 'critical thinking']",0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
"Information Systems Auditing, Controls and Assurance","{"" Security Engineering"","" Strategy and Operations"","" Change Management"","" Audit"","" Leadership and Management"","" Risk Management""}",4.7,3200.0,Beginner , 1 - 4 Weeks,"['Security Engineering', 'Strategy and Operations', 'Change Management', 'Audit', 'Leadership and Management', 'Risk Management']",security engineering | strategy and operations | change management | audit | leadership and management | risk management,"['strategy and operations', 'leadership and management', 'risk management']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
SAP Professional Fundamentals,"{"" Leadership and Management"","" Strategy"","" Strategy and Operations"","" Business Process Management"","" Planning"","" Project Management"","" Business Analysis"","" Business Transformation"","" Cloud-Based Integration"","" Product Management"","" Supply Chain and Logistics""}",4.7,366.0,Beginner , 1 - 3 Months,"['Leadership and Management', 'Strategy', 'Strategy and Operations', 'Business Process Management', 'Planning', 'Project Management', 'Business Analysis', 'Business Transformation', 'Cloud-Based Integration', 'Product Management', 'Supply Chain and Logistics']",leadership and management | strategy | strategy and operations | business process management | planning | project management | business analysis | business transformation | cloud-based integration | product management | supply chain and logistics,"['leadership and management', 'strategy', 'strategy and operations', 'planning', 'project management', 'business analysis']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0
"Python Functions, Files, and Dictionaries","{"" Python Programming"","" Computer Programming""}",4.9,5100.0,Beginner , 1 - 3 Months,"['Python Programming', 'Computer Programming']",python programming | computer programming,"['python programming', 'computer programming']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Finance for Technical Managers,"{"" Finance"","" Financial Analysis"","" Accounting"","" Investment Management"","" Cost Accounting"","" Leadership and Management"","" Financial Accounting"","" Financial Management"","" Strategy and Operations""}",4.7,87.0,Beginner , 3 - 6 Months,"['Finance', 'Financial Analysis', 'Accounting', 'Investment Management', 'Cost Accounting', 'Leadership and Management', 'Financial Accounting', 'Financial Management', 'Strategy and Operations']",finance | financial analysis | accounting | investment management | cost accounting | leadership and management | financial accounting | financial management | strategy and operations,"['finance', 'leadership and management', 'strategy and operations']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Electric Industry Operations and Markets,"{"" Operations Management"","" Strategy and Operations"","" Operational Analysis"","" Market Analysis"","" Supply Chain Systems"","" Operating Systems"","" Planning"","" Strategy"","" Systems Design"","" Transportation Operations Management""}",4.8,1200.0,Beginner , 1 - 4 Weeks,"['Operations Management', 'Strategy and Operations', 'Operational Analysis', 'Market Analysis', 'Supply Chain Systems', 'Operating Systems', 'Planning', 'Strategy', 'Systems Design', 'Transportation Operations Management']",operations management | strategy and operations | operational analysis | market analysis | supply chain systems | operating systems | planning | strategy | systems design | transportation operations management,"['strategy and operations', 'planning', 'strategy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"Hotel Management: Distribution, Revenue and Demand Management","{"" Business Analysis"","" Leadership and Management"","" Strategy and Operations"","" Market Analysis"","" Marketing"","" Strategy"","" Business Process Management"","" Forecasting"","" Media Strategy & Planning"","" Operations Management"","" Performance Management""}",4.6,2000.0,Beginner , 3 - 6 Months,"['Business Analysis', 'Leadership and Management', 'Strategy and Operations', 'Market Analysis', 'Marketing', 'Strategy', 'Business Process Management', 'Forecasting', 'Media Strategy & Planning', 'Operations Management', 'Performance Management']",business analysis | leadership and management | strategy and operations | market analysis | marketing | strategy | business process management | forecasting | media strategy & planning | operations management | performance management,"['business analysis', 'leadership and management', 'strategy and operations', 'marketing', 'strategy']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
Entrepreneurial Finance: Strategy and Innovation,"{"" Finance"","" Entrepreneurial Finance"","" Risk Management"","" Probability & Statistics"","" R Programming"","" Entrepreneurship"","" Data Analysis"","" Investment Management"","" Statistical Analysis"","" Statistical Programming"","" Financial Analysis"","" Leadership and Management"","" BlockChain"","" Cryptography"","" FinTech"","" Statistical Tests"","" Financial Management"","" Algorithms"","" Innovation"","" System Security"","" Microsoft Excel""}",4.5,1300.0,Intermediate , 3 - 6 Months,"['Finance', 'Entrepreneurial Finance', 'Risk Management', 'Probability & Statistics', 'R Programming', 'Entrepreneurship', 'Data Analysis', 'Investment Management', 'Statistical Analysis', 'Statistical Programming', 'Financial Analysis', 'Leadership and Management', 'BlockChain', 'Cryptography', 'FinTech', 'Statistical Tests', 'Financial Management', 'Algorithms', 'Innovation', 'System Security', 'Microsoft Excel']",finance | entrepreneurial finance | risk management | probability & statistics | r programming | entrepreneurship | data analysis | investment management | statistical analysis | statistical programming | financial analysis | leadership and management | blockchain | cryptography | fintech | statistical tests | financial management | algorithms | innovation | system security | microsoft excel,"['finance', 'risk management', 'probability & statistics', 'data analysis', 'leadership and management', 'algorithms']",1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Fundraising and Development,"{"" Planning"","" Strategy"","" Communication"","" Marketing"","" Leadership and Management"","" Organizational Development"","" Prospecting and Qualification"","" Strategy and Operations"","" Decision Making"","" People Development"","" Business Development"","" Taxes"","" Writing""}",4.6,308.0,Beginner , 3 - 6 Months,"['Planning', 'Strategy', 'Communication', 'Marketing', 'Leadership and Management', 'Organizational Development', 'Prospecting and Qualification', 'Strategy and Operations', 'Decision Making', 'People Development', 'Business Development', 'Taxes', 'Writing']",planning | strategy | communication | marketing | leadership and management | organizational development | prospecting and qualification | strategy and operations | decision making | people development | business development | taxes | writing,"['planning', 'strategy', 'communication', 'marketing', 'leadership and management', 'strategy and operations', 'decision making', 'writing']",0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1
Finance for Non-Finance Professionals,"{"" Accounting"","" Business Analysis"","" Data Analysis"","" Finance"","" Financial Analysis"","" Financial Management"","" Financial Accounting"","" Investment Management"","" Budget Management""}",4.8,2600.0,Beginner , 1 - 3 Months,"['Accounting', 'Business Analysis', 'Data Analysis', 'Finance', 'Financial Analysis', 'Financial Management', 'Financial Accounting', 'Investment Management', 'Budget Management']",accounting | business analysis | data analysis | finance | financial analysis | financial management | financial accounting | investment management | budget management,"['business analysis', 'data analysis', 'finance']",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPU Programming,"{"" Python Programming"","" Machine Learning"","" Computer Programming"","" Artificial Neural Networks"","" C Programming Language Family"","" C++ Programming"","" Algorithms"","" Data Science"","" Linear Algebra""}",2.8,66.0,Intermediate , 3 - 6 Months,"['Python Programming', 'Machine Learning', 'Computer Programming', 'Artificial Neural Networks', 'C Programming Language Family', 'C++ Programming', 'Algorithms', 'Data Science', 'Linear Algebra']",python programming | machine learning | computer programming | artificial neural networks | c programming language family | c++ programming | algorithms | data science | linear algebra,"['python programming', 'machine learning', 'computer programming', 'algorithms']",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Étudier en France: French Intermediate course B1-B2,"{"" Communication"","" Culture"","" Writing""}",4.8,4600.0,Intermediate , 1 - 3 Months,"['Communication', 'Culture', 'Writing']",communication | culture | writing,"['communication', 'writing']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Engineering Project Management,"{"" Leadership and Management"","" Project Management"","" Strategy and Operations"","" Planning"","" Operations Management"","" Strategy"","" Critical Thinking"","" Decision Making"","" Performance Management"","" Risk Management"","" Organizational Development"","" Leadership Development"","" People Management"","" Business Process Management"","" Change Management"","" Conflict Management"","" Estimation""}",4.7,4200.0,Beginner , 3 - 6 Months,"['Leadership and Management', 'Project Management', 'Strategy and Operations', 'Planning', 'Operations Management', 'Strategy', 'Critical Thinking', 'Decision Making', 'Performance Management', 'Risk Management', 'Organizational Development', 'Leadership Development', 'People Management', 'Business Process Management', 'Change Management', 'Conflict Management', 'Estimation']",leadership and management | project management | strategy and operations | planning | operations management | strategy | critical thinking | decision making | performance management | risk management | organizational development | leadership development | people management | business process management | change management | conflict management | estimation,"['leadership and management', 'project management', 'strategy and operations', 'planning', 'strategy', 'critical thinking', 'decision making', 'risk management']",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0
Robotic Process Automation (RPA),"{"" Computer Programming"","" User Experience Design""}",4.7,321.0,Beginner , 3 - 6 Months,"['Computer Programming', 'User Experience Design']",computer programming | user experience design,['computer programming'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESG Risks and Opportunities,"{"" Critical Thinking"","" Investment Management"","" Leadership and Management"","" Regulations and Compliance"","" Risk Management"","" Strategy"","" Strategy and Operations"","" Business Analysis"","" Business Transformation"","" Decision Making""}",4.6,524.0,Beginner , 1 - 4 Weeks,"['Critical Thinking', 'Investment Management', 'Leadership and Management', 'Regulations and Compliance', 'Risk Management', 'Strategy', 'Strategy and Operations', 'Business Analysis', 'Business Transformation', 'Decision Making']",critical thinking | investment management | leadership and management | regulations and compliance | risk management | strategy | strategy and operations | business analysis | business transformation | decision making,"['critical thinking', 'leadership and management', 'risk management', 'strategy', 'strategy and operations', 'business analysis', 'decision making']",0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
Natural Language Processing in TensorFlow,"{"" Machine Learning"","" Natural Language Processing"","" Deep Learning"","" Machine Learning Algorithms"","" Tensorflow"","" Python Programming"","" Computer Programming"","" Artificial Neural Networks"","" Machine Learning Software"","" Network Model""}",4.6,6300.0,Intermediate , 1 - 4 Weeks,"['Machine Learning', 'Natural Language Processing', 'Deep Learning', 'Machine Learning Algorithms', 'Tensorflow', 'Python Programming', 'Computer Programming', 'Artificial Neural Networks', 'Machine Learning Software', 'Network Model']",machine learning | natural language processing | deep learning | machine learning algorithms | tensorflow | python programming | computer programming | artificial neural networks | machine learning software | network model,"['machine learning', 'machine learning algorithms', 'python programming', 'computer programming']",0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Construction Project Management,"{"" Project Management"","" Strategy and Operations"","" Leadership and Management"","" Operations Management"","" Change Management"","" Entrepreneurship"","" Planning"","" Supply Chain and Logistics""}",4.8,6300.0,Beginner , 1 - 3 Months,"['Project Management', 'Strategy and Operations', 'Leadership and Management', 'Operations Management', 'Change Management', 'Entrepreneurship', 'Planning', 'Supply Chain and Logistics']",project management | strategy and operations | leadership and management | operations management | change management | entrepreneurship | planning | supply chain and logistics,"['project management', 'strategy and operations', 'leadership and management', 'planning']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
Machine Learning Foundations for Product Managers,"{"" Machine Learning"","" Machine Learning Algorithms"","" Probability & Statistics"","" Regression"","" Applied Machine Learning"","" Data Analysis"","" Data Mining"","" Deep Learning"","" Algorithms"","" Data Science""}",4.6,261.0,Beginner , 1 - 3 Months,"['Machine Learning', 'Machine Learning Algorithms', 'Probability & Statistics', 'Regression', 'Applied Machine Learning', 'Data Analysis', 'Data Mining', 'Deep Learning', 'Algorithms', 'Data Science']",machine learning | machine learning algorithms | probability & statistics | regression | applied machine learning | data analysis | data mining | deep learning | algorithms | data science,"['machine learning', 'machine learning algorithms', 'probability & statistics', 'data analysis', 'algorithms']",1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
