course_title,rating,review_count,skills_list,platform,level,duration,skills_text,internet of things,microsoft excel,python programming,securities trading,google app engine,microsoft azure,javascript,java programming,basic descriptive statistics,database application,financial analysis,financial accounting,financial management,c programming language family,cloud api,sql,power bi,natural language processing,html and css,react,game theory,google cloud platform,software testing,application development,website
"Python Web Development with Django and Bootstrap, HTML, CSS",4.4,167.0,"['html and css', 'django', 'python programming']",udemy,0,21.0,html and css | django | python programming,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PHP Tutorial: PHP/MySQL for Beginners,4.4,166.0,['php programming'],udemy,0,5.5,php programming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A-Frame Web VR Programming Tutorial Series (Virtual Reality),4.5,166.0,['virtual reality'],udemy,1,1.5,virtual reality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MERN Stack Real Time Chat App With Express, React, MongoDB",4.1,166.0,"['database application', 'react', 'application development']",udemy,0,45.5,database application | react | application development,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
MySQL Replication course from zero to hero | MySQL DBA,3.9,166.0,"['database design', 'database application', 'database administration', 'database theory']",udemy,0,7.5,database design | database application | database administration | database theory,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JavaScript - Become Higly Paid Front End Developer,3.8,166.0,['javascript'],udemy,1,2.0,javascript,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SQL For  Databases : A Beginner's Quick Introduction,4.1,166.0,['sql'],udemy,1,3.0,sql,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mastering Server Side Swift Using Vapor 3,4.4,166.0,['swift programming'],udemy,0,8.0,swift programming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Create your own cryptocurrency with ERC-20 tokens on ETH !,4.8,166.0,['blockchain'],udemy,1,3.0,blockchain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Best practices & advanced TypeScript tips for React devs,4.5,166.0,"['benefits', 'react']",udemy,2,3.5,benefits | react,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Unreal Engine 5: Action Adventure Game Development Course,4.6,166.0,['game theory'],udemy,1,12.0,game theory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Neural Networks With MATLAB: Programming For Beginners,3.9,166.0,"['network model', 'network architecture', 'artificial neural networks', 'network security', 'bayesian network', 'matlab', 'network analysis']",udemy,0,33.0,network model | network architecture | artificial neural networks | network security | bayesian network | matlab | network analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Advanced WordPress & Elementor 2023 | Build Dynamic Websites,4.7,165.0,"['wordpress', 'website']",udemy,2,9.5,wordpress | website,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
How to easily use ANN for prediction mapping using GIS data?,4.5,165.0,"['r programming', 'network model', 'network architecture', 'artificial neural networks', 'network security', 'gis software', 'bayesian network', 'network analysis']",udemy,2,7.5,r programming | network model | network architecture | artificial neural networks | network security | gis software | bayesian network | network analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Build A Blog Using AspNet Core, Angular 14 And SQL Server",4.3,165.0,"['angular', 'sql']",udemy,1,16.0,angular | sql,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JavaScript For Absolute Beginners,4.7,165.0,['javascript'],udemy,0,26.0,javascript,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTML and CSS for complete Beginners,4.1,165.0,['html and css'],udemy,1,5.5,html and css,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Data Visualization & Data Wrangling Masterclass with Python,3.8,165.0,['python programming'],udemy,0,9.5,python programming,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learn Creating Premium Wordpress Website with Elementor,4.4,165.0,"['wordpress', 'website']",udemy,0,5.5,wordpress | website,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
React Native with Typescript - The Practical Guide (2022),3.5,165.0,"['google app engine', 'react', 'basic descriptive statistics']",udemy,0,12.0,google app engine | react | basic descriptive statistics,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
React + Spring Boot Microservices and Spring Cloud,4.4,165.0,['react'],udemy,0,5.0,react,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Web Application automation using Watir - Ruby - Cucumber,4.2,165.0,['basic descriptive statistics'],udemy,4,12.0,basic descriptive statistics,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BigQuery ML - Machine Learning in SQL using Google BigQuery,4.5,165.0,"['machine learning', 'applied machine learning', 'google cloud platform', 'big data', 'sql', 'machine learning software', 'google app engine', 'statistical machine learning', 'machine learning algorithms']",udemy,0,11.0,machine learning | applied machine learning | google cloud platform | big data | sql | machine learning software | google app engine | statistical machine learning | machine learning algorithms,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
C# Basics for Absolute Beginners in C# and .NET,4.2,164.0,"['internet of things', 'c# programming']",udemy,1,2.5,internet of things | c# programming,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stripe Masterclass With React.js & Node.js,4.5,164.0,"['react', 'cloud api']",udemy,2,9.0,react | cloud api,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Web Developer Bootcamp,4.6,164.0,"['media production', 'javascript', 'php programming', 'social media', 'media strategy & planning']",udemy,0,22.5,media production | javascript | php programming | social media | media strategy & planning,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Build LUIS Powered Chatbot in NodeJS and Azure Bot Service,4.3,164.0,"['natural language processing', 'microsoft azure', 'c programming language family']",udemy,2,2.0,natural language processing | microsoft azure | c programming language family,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Advanced Selenium Grid and Cloud | SauceLabs and Jenkins,4.6,164.0,"['continuous delivery', 'continuous integration']",udemy,2,3.5,continuous delivery | continuous integration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Android App Development Course with Kotlin & Java | Android,4.8,164.0,"['java programming', 'mobile development', 'mobile security', 'mobile development tools', 'google app engine', 'android development']",udemy,0,25.0,java programming | mobile development | mobile security | mobile development tools | google app engine | android development,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Structures and Algorithms in Java,3.9,164.0,"['java programming', 'problem solving', 'data structures', 'machine learning algorithms', 'algorithms']",udemy,0,2.5,java programming | problem solving | data structures | machine learning algorithms | algorithms,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Complete SQL For Absolute Beginners Course,4.8,164.0,"['databases', 'sql']",udemy,0,8.5,databases | sql,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Intelligent Mobile Apps with Ionic and API.AI (DialogFlow),4.3,163.0,['google app engine'],udemy,2,2.5,google app engine,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Beginning with Machine Learning, Data Science and Python",3.9,163.0,"['linear algebra', 'computer science', 'exploratory data analysis', 'data science', 'internet of things', 'basic descriptive statistics', 'theoretical computer science', 'regression']",udemy,1,3.5,linear algebra | computer science | exploratory data analysis | data science | internet of things | basic descriptive statistics | theoretical computer science | regression,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Complete Regular Expressions Universe (Master Course),4.2,164.0,"['java programming', 'other programming languages', 'php programming', 'javascript', 'other web frameworks', 'python programming', 'other cloud platforms and tools', 'html and css']",udemy,0,5.5,java programming | other programming languages | php programming | javascript | other web frameworks | python programming | other cloud platforms and tools | html and css,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Create Shopify App - Master Shopify CLI, App Bridge, Polaris",3.5,163.0,"['google app engine', 'react']",udemy,2,5.0,google app engine | react,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HTML5:  HTML Authoring Certification Course,4.5,163.0,['html and css'],udemy,1,3.0,html and css,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Android App Development with 7 Real Android Apps and Java,4.2,163.0,"['java programming', 'google app engine', 'android development']",udemy,1,27.5,java programming | google app engine | android development,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taxi App in React Native,4.2,163.0,"['google app engine', 'react', 'basic descriptive statistics']",udemy,2,8.0,google app engine | react | basic descriptive statistics,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C# OOP Concepts: Apply C# OOP Concepts On Real C# Projects,4.2,163.0,['c# programming'],udemy,0,13.0,c# programming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTML Learn It From Scratch Course,4.8,163.0,"['other cloud platforms and tools', 'html and css', 'other programming languages', 'other web frameworks']",udemy,1,8.0,other cloud platforms and tools | html and css | other programming languages | other web frameworks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NLTK: Build Document Classifier & Spell Checker with Python,3.7,163.0,"['python programming', 'natural language processing', 'c programming language family']",udemy,2,5.5,python programming | natural language processing | c programming language family,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"50 Hrs Big Data Mastery: PySpark, AWS, Scala & Data Scraping",4.6,164.0,"['aws', 'scala programming', 'big data', 'data mining', 'python programming']",udemy,0,54.5,aws | scala programming | big data | data mining | python programming,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intro to C Programming for Aspiring Embedded Developers,4.6,163.0,['c programming language family'],udemy,1,1.5,c programming language family,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Advanced Automation framework with Appium C# - 2020 Updated,4.9,163.0,"['database application', 'ios development', 'c# programming', 'android development', 'application development']",udemy,0,9.5,database application | ios development | c# programming | android development | application development,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CSSCasts: CSS libraries Plugins Tips & Tricks (in 2020),4.2,163.0,"['html and css', 'other web frameworks']",udemy,0,47.5,html and css | other web frameworks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Encryption and Cryptography for Professionals,4.6,163.0,['cryptography'],udemy,0,4.0,cryptography,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mastering the Django admin dashboard,4.7,163.0,['django'],udemy,0,2.5,django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No-Code Machine Learning with Qlik AutoML,4.1,163.0,"['machine learning', 'applied machine learning', 'writing', 'machine learning software', 'statistical machine learning', 'machine learning algorithms']",udemy,0,2.5,machine learning | applied machine learning | writing | machine learning software | statistical machine learning | machine learning algorithms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Introduction to Server Driven UI in iOS, Swift & SwiftUI",4.3,163.0,"['other cloud platforms and tools', 'cloud platforms']",udemy,0,4.0,other cloud platforms and tools | cloud platforms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building Web APIs with GraphQL - The Complete Guide,4.5,163.0,['internet of things'],udemy,1,4.0,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Science with R - Beginners,3.5,163.0,"['database application', 'computer science', 'r programming', 'data science', 'internet of things', 'natural language processing', 'application development', 'c programming language family', 'theoretical computer science']",udemy,0,6.0,database application | computer science | r programming | data science | internet of things | natural language processing | application development | c programming language family | theoretical computer science,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Excel files with Python,4.1,164.0,"['python programming', 'microsoft excel']",udemy,2,31.0,python programming | microsoft excel,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Redux JS - Learn to use Redux JS with your React JS apps!,3.8,163.0,['react'],udemy,2,8.0,react,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Learn HTML and CSS from scratch,4.3,162.0,['html and css'],udemy,1,1.0,html and css,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CSS Animations: Learn CSS Animations from Scratch,3.9,162.0,['html and css'],udemy,0,2.5,html and css,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mobile App Testing: Key Instruments and Practices,3.7,162.0,"['software testing', 'mobile security', 'mobile development', 'mobile development tools']",udemy,1,2.0,software testing | mobile security | mobile development | mobile development tools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Complete Beginner's guide to LabView Programming,3.3,162.0,['internet of things'],udemy,0,2.5,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional RESTful API Design using Python Flask,4.5,162.0,"['database application', 'application development', 'cloud api']",udemy,2,4.5,database application | application development | cloud api,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Symfony 5 PHP Framework,3.9,162.0,"['continuous delivery', 'retail store operations']",udemy,1,2.0,continuous delivery | retail store operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Programming for Beginners: Become a Java Programmer,3.8,162.0,['java programming'],udemy,0,3.5,java programming,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Implementing Software Architecture of a Large-Scale System,4.6,162.0,"['network architecture', 'data architecture', 'distributed computing architecture', 'internet of things', 'computer architecture', 'software architecture']",udemy,2,11.5,network architecture | data architecture | distributed computing architecture | internet of things | computer architecture | software architecture,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Build a Custom E-Commerce Site in React + JavaScript Basics,4.6,164.0,['react'],udemy,1,7.0,react,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Create a Python Application to connect to multiple databases,4.6,162.0,"['postgresql', 'databases', 'sql', 'google app engine', 'python programming']",udemy,1,6.0,postgresql | databases | sql | google app engine | python programming,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Build an FPS Multi-Player Game with Photon PUN2 & UNITY,3.9,163.0,['game theory'],udemy,2,8.0,game theory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Getting started with HTTP,4.7,163.0,['internet of things'],udemy,0,2.0,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Build CRUD app using MERN(MongoDB, Express, React, Node.js)",3.3,162.0,"['javascript', 'hr tech']",udemy,1,1.5,javascript | hr tech,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Android App Development Course Build 5 Real Android App,4.3,162.0,"['retail store operations', 'google app engine', 'android development']",udemy,0,14.5,retail store operations | google app engine | android development,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Database Testing and SQL for Testers (top SQL interview Qs),3.8,161.0,"['database application', 'sql', 'software testing', 'database design', 'database administration', 'database theory']",udemy,1,2.0,database application | sql | software testing | database design | database administration | database theory,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
SQL Server Administration (Mock Internship Program Part1),4.8,161.0,"['user experience design', 'database administration', 'user experience', 'sql']",udemy,2,6.5,user experience design | database administration | user experience | sql,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Building Web Apps Using Flask and Neo4j,4.0,161.0,['python programming'],udemy,0,2.5,python programming,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Accelerate Deep Learning on Raspberry Pi,3.4,161.0,['deep learning'],udemy,1,2.0,deep learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
React Native Navigation,4.7,161.0,"['internet of things', 'react']",udemy,0,2.5,internet of things | react,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Build Mobile eCommerce & Shop App with Flutter & Firebase,4.3,161.0,"['database application', 'ios development', 'amazon web services', 'android development', 'application development']",udemy,0,10.0,database application | ios development | amazon web services | android development | application development,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Develop Discord Bots with Python: Beginner to Advanced,3.8,161.0,['python programming'],udemy,0,9.0,python programming,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Essentials of JavaScript Practice Coding Exercises Tips,3.9,161.0,['javascript'],udemy,1,2.0,javascript,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Development Mindsets for Success In The Age of AI,4.7,161.0,"['emotional intelligence', 'business intelligence', 'videos', 'artificial neural networks', 'internet of things']",udemy,1,1.5,emotional intelligence | business intelligence | videos | artificial neural networks | internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Code a Swift iOS To Do List App, UIKit, CoreData, Table View",4.0,161.0,['ios development'],udemy,0,9.5,ios development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Essential WordPress Theme Development Course,4.1,161.0,"['html and css', 'php programming', 'wordpress']",udemy,1,3.5,html and css | php programming | wordpress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zynq Training - Learn Zynq 7000 SOC device on Microzed FPGA,3.8,161.0,"['system programming', 'internet of things', 'system security', 'system software']",udemy,1,2.5,system programming | internet of things | system security | system software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 in 1: Python Machine Learning PLUS 30 Hour Python Bootcamp,4.1,161.0,"['computer science', 'data science', 'internet of things', 'machine learning algorithms', 'theoretical computer science', 'algorithms']",udemy,0,45.0,computer science | data science | internet of things | machine learning algorithms | theoretical computer science | algorithms,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Database design using ER modelling & Normalization technique,3.5,161.0,"['database application', 'internet of things', 'database design', 'database administration', 'database theory']",udemy,1,2.0,database application | internet of things | database design | database administration | database theory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Design 11 applications in Java from Scratch,3.0,161.0,"['java programming', 'information technology']",udemy,0,4.0,java programming | information technology,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mastering Firebase for iOS Using Swift Language,4.6,161.0,['ios development'],udemy,0,7.5,ios development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JSON Crash Course for Beginners,4.1,160.0,"['internet of things', 'writing']",udemy,1,38.0,internet of things | writing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Build Full Download Manager | Python & PyQt5,4.2,160.0,['videos'],udemy,0,4.0,videos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Build a Professional Website on your Own in 2 hours,4.3,160.0,"['user experience design', 'wordpress', 'user experience']",udemy,1,1.5,user experience design | wordpress | user experience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master AI Image Generation using Stable Diffusion,4.3,160.0,"['emotional intelligence', 'python programming', 'business intelligence', 'artificial neural networks']",udemy,0,7.0,emotional intelligence | python programming | business intelligence | artificial neural networks,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Android & Java Developer Bootcamp,4.6,160.0,"['java programming', 'google app engine', 'android development']",udemy,0,33.0,java programming | google app engine | android development,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java for beginners: Step-by-step hands-on guide to Java,4.0,160.0,"['java programming', 'internet of things', 'other programming languages']",udemy,1,6.5,java programming | internet of things | other programming languages,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complete Python Beginner To Developer Course: Build Projects,4.3,160.0,['python programming'],udemy,1,29.5,python programming,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dive Into SpriteKit - You Design the Game,4.4,160.0,['swift programming'],udemy,1,13.0,swift programming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JavaScript in Action JavaScript Projects,3.7,160.0,['javascript'],udemy,1,1.5,javascript,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building Reports with SQL Server Reporting Services (SSRS),4.2,160.0,['internet of things'],udemy,1,4.0,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learn practical Python by examples and projects,4.2,160.0,['python programming'],udemy,2,7.5,python programming,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mastering XPath and CSS Selector for Selenium,4.7,160.0,['html and css'],udemy,0,3.5,html and css,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Build awesome web apps using Angular,4.6,160.0,['angular'],udemy,0,5.5,angular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Complete iOS 10 And Swift 3 Developer Course,4.2,160.0,['ios development'],udemy,0,26.5,ios development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Angular 15 Crash Course by Angular Engineering Founder,4.5,160.0,['angular'],udemy,0,4.5,angular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Complete Introduction to the C++ Programming Language,4.2,160.0,"['internet of things', 'natural language processing', 'c programming language family', 'c++ programming']",udemy,0,3.0,internet of things | natural language processing | c programming language family | c++ programming,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Building Web APIs with gRPC - The Complete Guide,4.8,161.0,['cloud api'],udemy,1,5.5,cloud api,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Laravel doctor appointment system,4.9,159.0,"['database application', 'php programming', 'application development']",udemy,2,12.0,database application | php programming | application development,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Build a Stock Market Web App With Node and Javascript,4.4,159.0,['javascript'],udemy,1,2.5,javascript,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Automate Application with Specflow and Selenium WebDriver C#,4.5,159.0,['c# programming'],udemy,0,13.5,c# programming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90Days Data Science Bootcamp: Build Portfolio Of 90 Projects,3.6,159.0,"['machine learning', 'aws', 'applied machine learning', 'computer science', 'microsoft azure', 'django', 'data science', 'machine learning software', 'statistical machine learning', 'machine learning algorithms', 'theoretical computer science', 'python programming']",udemy,1,102.5,machine learning | aws | applied machine learning | computer science | microsoft azure | django | data science | machine learning software | statistical machine learning | machine learning algorithms | theoretical computer science | python programming,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Tester Course - Become an Effective Tester,4.5,159.0,"['software testing', 'jira', 'sql', 'agile software development']",udemy,0,15.5,software testing | jira | sql | agile software development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Mask R-CNN - Practical Deep Learning Segmentation in 1 hour,3.6,159.0,['semantic web'],udemy,2,2.5,semantic web,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learn to build chatbots with Amazon Lex,4.0,159.0,"['other cloud platforms and tools', 'cloud platforms']",udemy,1,1.0,other cloud platforms and tools | cloud platforms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Create, Update and Manage Your Own Website Using Drupal 7",4.7,159.0,['website'],udemy,0,7.0,website,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Learn Codeigniter Step by Step :Beginners Guide,3.9,159.0,['php programming'],udemy,0,11.5,php programming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unreal Engine 5 - Blueprints Game Developer Masterclass,4.6,159.0,['game theory'],udemy,0,14.5,game theory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Create a WhatsApp Clone in React Native - Mobile App Guide,4.8,159.0,"['ios development', 'react', 'android development']",udemy,2,19.5,ios development | react | android development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HTML5 Game Development : Beginner to Pro,3.9,158.0,"['mobile security', 'mobile development', 'mobile development tools']",udemy,2,6.0,mobile security | mobile development | mobile development tools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTML5 Game Development : Beginner to Pro,3.9,158.0,"['mobile security', 'mobile development', 'mobile development tools']",udemy,2,6.0,mobile security | mobile development | mobile development tools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complete Deep Learning In R With Keras & Others,4.8,158.0,"['deep learning', 'r programming']",udemy,0,8.0,deep learning | r programming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Easily Build A WordPress Website - Avada Theme,4.3,158.0,"['wordpress', 'website']",udemy,0,4.5,wordpress | website,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
